UNITID,INSTNM,ADDR,CITY,STABBR,ZIP,FIPS,OBEREG,CHFNM,CHFTITLE,GENTELE,EIN,OPEID,OPEFLAG,WEBADDR,ADMINURL,FAIDURL,APPLURL,SECTOR,ICLEVEL,CONTROL,HLOFFER,UGOFFER,GROFFER,FPOFFER,HDEGOFFR,DEGGRANT,HBCU,HOSPITAL,MEDICAL,TRIBAL,LOCALE,OPENPUBL,ACT,NEWID,DEATHYR,CLOSEDAT,CYACTIVE,POSTSEC,PSEFLAG,PSET4FLG,RPTMTH,IALIAS,INSTCAT,CCBASIC,CCIPUG,CCIPGRAD,CCUGPROF,CCENRPRF,CCSIZSET,CARNEGIE,TENURSYS,LANDGRNT,INSTSIZE,CBSA,CBSATYPE,CSA,NECTA,DFRCGID 
115357,Hair Masters University,208 W Highland Ave,San Bernardino,CA,92405,6,8,Robert P Gross,President,9099824200,952936022,2211000,1,www.gotobeautyschool.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,40140,1,348,-2,38
115384,Harbor Occupational Center,740 N Pacific Ave,San Pedro,CA,90731,6,8,Gertrude Hawkins,Principal,3105475551,-1,1037500,1,www.harboroc.org, , , ,7,3,1,-3,1,2,2,0,2,2,-1,-1,2,11,1,A ,-2,-2,-2,1,2,2,3,-1, ,6,-3,-3,-3,-3,-3,-3,-3,-1,2,-1,31100,1,348,-2,-2
115393,Hartnell College,156 Homestead Ave,Salinas,CA,93901,6,8,Phoebe K. Helm,Interim Superintendent President,8317556700,770086025,120900,1,www.hartnell.edu,www.hartnell.edu/admissions/registration/index.html,www.hartnell.edu/financial_aid/step1.htm,www.hartnell.edu/admissions/apply.html,4,2,1,3,1,2,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,3,1,-1,1,1,3,40,1,2,3,41500,1,-2,-2,89
115409,Harvey Mudd College,301 Platt Blvd.,Claremont,CA,91711,6,8,Maria Klawe,President,9096218000,951911219,117100,1,www.hmc.edu,www.hmc.edu/admission.html,www.hmc.edu/admission.html,www.hmc.edu/admission1/applyingforadmission11.html,2,1,2,5,1,2,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,"Mudd, HMC",2,21,6,-1,12,2,8,31,1,2,1,31100,1,348,-2,172
115454,Heald College-Rancho Cordova,2910 Prospect Pk Dr,Rancho Cordova,CA,95670,6,8,Guy R. Adams,Executive Director of Campus Operations,9166381616,942398206,747700,1,www.heald.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,3,1,1,40,2,2,1,40900,1,472,-2,107
115472,Heald College-Fresno,255 W Bullard,Fresno,CA,93704,6,8,Carolyn Kovalski,President,2094384222,942398206,809300,1,www.heald.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,3,1,2,40,2,2,1,23420,1,260,-2,106
115490,Heald College-San Jose,341 Great Mall Pky,Milpitas,CA,95035-8008,6,8,John Luotto,Director,4089344900,942398206,2593200,1,www.heald.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,3,1,2,40,2,2,1,41940,1,488,-2,106
115515,Heald College-San Francisco,350 Mission St,San Francisco,CA,94105,6,8,Daniel Waterman,Director of Campus Operations,4158083000,942398206,723400,1,www.heald.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,3,1,1,40,2,2,1,41860,1,488,-2,107
115533,Heald College-Concord,5130 Commercial Circle,Concord,CA,94520-0522,6,8,Shirley Llafet,Campus Director,9252885800,942398206,2187500,1,www.Heald.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,4,9,1,-1,3,1,2,40,2,2,1,41860,1,488,-2,106
115560,Heartwood Institute,220 Harmony Ln,Garberville,CA,95542,6,8,Sue Webb,Education Director,7079235000,680135340,3636300,5,www.heartwoodinstitute.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,-1,2,43,1,A ,-2,-2,-2,1,1,1,2,1, ,6,-3,-3,-3,-3,-3,-3,-3,-1,2,-1,21700,2,-2,-2,-2
115658,Hilltop Beauty School,6317 Mission St,Daly City,CA,94014,6,8,Tina M Perry,Owner,6509924949,941584914,2285100,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41860,1,488,-2,28
115728,Holy Names University,3500 Mountain Blvd,Oakland,CA,94619-1699,6,8,"Dr. Rosemarie Nassif, SSND",President,5104361000,941358307,118300,1,www.hnu.edu,www.hnu.edu/admission,www.hnu.edu/admission/financialaid,www.hnu.edu/apply,2,1,2,7,1,1,2,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,formerly Holy Names College,2,20,10,8,8,5,7,21,1,2,2,41860,1,488,-2,163
115746,Pacifica Graduate Institute,249 Lambert Rd,Carpinteria,CA,93013,6,8,Stephen Aizenstat,President,8.05969E+12,770119973,3126800,1,www.pacifica.edu, , , ,3,1,3,9,2,1,2,10,1,2,-2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,1,17,-1,16,-1,7,18,59,2,2,1,42060,1,-2,-2,142
115755,Humboldt State University,1 Harpst Street,Arcata,CA,95521-8299,6,8,Rollin Richmond,President,7078263011,-1,114900,1,www.humboldt.edu, , , ,1,1,1,7,1,1,2,20,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,2,19,7,4,11,3,12,21,1,2,3,21700,2,-2,-2,154
115773,Humphreys College-Stockton,6650 Inglewood Ave,Stockton,CA,95207-3896,6,8,Robert Humphreys,President,2094780800,941196198,121200,1,www.humphreys.edu, , , ,2,1,2,5,1,2,1,31,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,22,15,3,6,4,7,33,2,2,1,44700,1,-2,-2,179
115861,Imperial Valley College,380 E. Aten Road,Imperial,CA,92251-0158,6,8,Gary Rodgers,Interim President,7603528320,956120642,121400,1,www.imperial.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1,IVC,4,3,1,-1,1,1,3,40,1,2,3,20940,1,-2,-2,88
115931,Institute for Business and Technology,2400 Walsh Avenue,Santa Clara,CA,95051,6,8,Keith Cravens,Regional Operations Director,4087271060,942317605,2128300,1,WWW.IBTTECH.COM, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41940,1,488,-2,56
116040,LA College International,3200 Wilshire Blvd. #400,Los Angeles,CA,90010-1308,6,8,Howard Schainker,Executive Director,2133813333,203737053,2312400,1,www.lac.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2,ICT College,3,28,-2,-2,-2,2,-2,40,2,2,1,31100,1,348,-2,205
116226,Interior Designers Institute,1061 Camelback Rd,Newport Beach,CA,92660,6,8,Judy Deaton,Executive Director,9496754451,330105252,2520300,1,idi.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,13,1,A ,-2,-2,-2,1,1,1,1,1, ,3,30,-2,-2,-2,2,-2,56,2,2,1,31100,1,348,-2,208
116350,International School of Cosmetology,13613 Hawthorne Blvd,Hawthorne,CA,90250,6,8,Mary Costello,Financial Aid Officer,3109737774,953087274,2255400,1,ISOC.EDU, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,40
116439,Irvine Valley College,5500 Irvine Center Drive,Irvine,CA,92618-0301,6,8,"Glenn R. Roquemore, Ph.D.",President,9494515100,952479872,2539500,1,www.ivc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,1,1,4,40,1,2,3,31100,1,348,-2,97
116466,ITT Technical Institute-San Diego,9680 Granite Ridge Dr,San Diego,CA,92123,6,8,Jackie Parma,Director,8585718500,362061311,2291600,1,www.itt-tech.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,28,-2,-2,-2,2,-2,54,2,2,2,41740,1,-2,-2,204
116475,ITT Technical Institute-San Dimas,650 W. Cienega Ave.,San Dimas,CA,91773,6,8,Maria Alamat,Director,9099712300,362061311,2291500,1,www.itt-tech.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,3,28,-2,-2,-2,2,-2,54,2,2,1,31100,1,348,-2,204
116484,ITT Technical Institute-Anaheim,525 N Muller Street,Anaheim,CA,92801,6,8,Sam Russell,Director,7145353700,362061311,2321900,1,www.itt-tech.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,3,28,-2,-2,-2,2,-2,54,2,2,1,31100,1,348,-2,204
116563,J Boutique College of Beauty,1073 E Main St,El Cajon,CA,92021,6,8,Lynelle Lynch,President,6194423407,952115919,1202600,1,www.sandiegobeautyacademy.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,41740,1,-2,-2,26
116624,Jesuit School of Theology at Berkeley,1735 Leroy Ave,Berkeley,CA,94709-1193,6,8,Joseph P Daoust,President,5105495000,941156462,1033300,1,www.jstb.edu,jstb.edu,jstb.edu,jstb.edu,2,1,2,7,2,1,1,21,1,2,2,2,2,12,1,A ,-2,-2,-2,1,1,1,1,1,JSTB,1,24,-2,-2,-2,7,-2,51,1,2,1,41860,1,488,-2,192
116712,John F Kennedy University,100 Ellinwood Way,Pleasant Hill,CA,94523-4817,6,8,Steven Stargardter,President,9259693300,941610694,448400,1,www.jfku.edu, , , ,2,1,2,9,1,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,4,13,5,6,6,21,2,2,2,41860,1,488,-2,152
116846,American Jewish University,15600 Mulholland Dr,Los Angeles,CA,90077-1519,6,8,Robert Wexler,President,3.10477E+12,951684064,274100,1,www.ajula.edu,www.ajula.edu,www.ajula.edu,www.ajula.edu,2,1,2,7,1,1,1,21,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,AJU,2,21,4,6,12,5,8,31,1,2,1,31100,1,348,-2,173
117052,Reedley College,995 N Reed Ave,Reedley,CA,93654,6,8,Dr. Barbara Hioco,President,5596383641,941574802,130800,1,www.reedleycollege.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,4,40,1,2,4,23420,1,260,-2,101
117104,Life Pacific College,1100 W. Covina Blvd,San Dimas,CA,91773-3298,6,8,Dan Stewart,President,9095995433,951684068,2270600,1,www.lifepacific.edu,www.lifepacific.edu/admissions/index.html,www.lifepacific.edu/financialaid/, ,2,1,2,5,1,2,2,30,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,LIFE Bible College,2,24,-2,-2,-2,2,-2,51,2,2,1,31100,1,348,-2,188
117113,The Art Institute of California-San Diego,7650 Mission Valley Road,San Diego,CA,92108-4423,6,8,Elizabeth A. Erickson,President,8662752422,953791894,2327600,1,www.aica.artinstitutes.edu, , , ,3,1,3,5,1,2,2,30,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,30,-2,-2,-2,2,-2,56,2,2,2,41740,1,-2,-2,208
117140,University of La Verne,1950 Third St,La Verne,CA,91750-4401,6,8,Stephen C. Morgan,President,9095933511,951644026,121600,1,www.ulv.edu, , , ,2,1,2,9,1,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,17,13,18,8,5,13,16,1,2,3,31100,1,348,-2,141
117168,Laguna College of Art and Design,2222 Laguna Canyon Rd,Laguna Beach,CA,92651,6,8,Dennis Power,President,9493766000,952415066,2330500,1,www.lagunacollege.edu, , , ,2,1,2,7,1,1,2,20,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,2,30,-2,-2,-2,2,-2,56,2,2,1,31100,1,348,-2,210
117186,Lake Forest Beauty College,23600 Rockfield Blvd Ste 3c,Lake Forest,CA,92630-1624,6,8,Arthur G Nadeau,President,9499518883,330349881,2238200,5, , , , ,9,3,3,2,1,2,2,0,2,2,-2,-1,2,41,1,A ,-2,-2,-2,1,1,1,2,2, ,6,-3,-3,-3,-3,-3,-3,-3,-1,2,-1,31100,1,348,-2,-2
117195,Lake Tahoe Community College,One College Drive,South Lake Tahoe,CA,96150,6,8,Guy F Lease,Superintendent President,5305414660,942317114,1290700,1,www.ltcc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,32,1,A ,-2,-2,-2,1,1,1,1,1, ,4,4,1,-1,1,1,2,40,1,2,2,40900,1,472,-2,95
117238,Lancaster Beauty School,44646 N 10th St W,Lancaster,CA,93534,6,8,Gail Miner,Owner/Director,6619481672,953506867,1301000,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,25
117247,Laney College,900 Fallon St,Oakland,CA,94607,6,8,Dr. Frank Chong,President,5108345740,941590799,126600,1,laney.peralta.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,4,40,1,2,4,41860,1,488,-2,102
117274,Lassen Community College,Hwy 139,Susanville,CA,96130,6,8,Douglas Houston,District Superintendent Pres.,5302576181,-1,121700,1,www.lassencollege.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,33,1,A ,-2,-2,-2,1,1,1,1,1, ,4,2,1,-1,1,1,2,40,1,2,2,45000,2,-2,-2,86
117520,Life Chiropractic College-West,25001 Industrial Blvd.,Hayward,CA,94545-2800,6,8,"Gerard W. Clum, D.C.",President,5107804500,942382546,2228500,1,www.lifewest.edu, , , ,2,1,2,-2,2,2,1,1,1,2,2,2,2,41,1,A ,-2,-2,-2,1,1,1,1,1, ,1,26,-2,-2,-2,7,-2,53,2,2,1,41860,1,488,-2,201
117557,Lincoln University,401 15th Street,Oakland,CA,94612-2801,6,8,Peggy Au,Associate Dean/Registrar,5106288010,941347042,697500,1,www.lincolnuca.edu, , , ,2,1,2,7,1,1,2,20,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,29,-2,-2,-2,6,-2,55,1,2,1,41860,1,488,-2,207
117575,Southern California Seminary,2075 E. Madison Avenue,El Cajon,CA,92019-1108,6,8,Gary F Coombs,President,6194429841,237425453,3332300,1,www.socalsem.edu, , , ,2,1,2,9,1,1,1,11,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,24,-2,-2,-2,6,-2,-3,2,2,1,41740,1,-2,-2,193
117627,La Sierra University,4500 Riverwalk Parkway,Riverside,CA,92515-8247,6,8,Randal Wisbey,President,9517852000,330413730,121500,1,www.lasierra.edu,www.lasierra.edu/admissions,www.lasierra.edu/sfs, ,2,1,2,9,1,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,20,10,12,11,4,11,21,1,2,2,40140,1,348,-2,162
117636,Loma Linda University, ,Loma Linda,CA,92350,6,8,"Richard H. Hart, MD, DrPH",Chancellor and CEO,9095581000,-1,121800,1,www.llu.edu,www.llu.edu/apply/,www.llu.edu/ssweb/finaid/,www.llu.edu/apply/,2,1,2,9,1,1,1,11,1,2,2,1,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,2,25,-2,-2,-2,6,-2,16,1,2,2,40140,1,348,-2,197
117645,Long Beach City College,4901 E. Carson St.,Long Beach,CA,90808-1706,6,8,Eloy Oakley,Superintendent-President,5629384111,-1,121900,1,www.lbcc.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,5,40,1,2,5,31100,1,348,-2,100
117672,Southern California University of Health Sciences,16200 E Amber Valley Dr,Whittier,CA,90604,6,8,Dr. Ronald D. Kraft,President,5629478755,950948050,122900,1,www.scuhs.edu,www.scuhs.edu/admission/,www.scuhs.edu/financialaid/,www.scuhs.edu/apply/online/,2,1,2,7,2,1,1,21,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1,Los Angeles College of Chiropractic |College of Acupuncture and Oriental Medicine,1,26,-2,-2,-2,7,-2,53,2,2,1,31100,1,348,-2,200
117681,Los Angeles Community College District Office,770 Wilshire Blvd,Los Angeles,CA,90017,6,8,Mark Drummond,Chancellor,2138912000,952587353,022260A1,2,www.laccd.edu, , , ,0,2,1,3,1,2,2,40,1,2,2,-2,2,11,1,A ,-2,-2,-2,1,1,1,1,-2, ,-2,-3,-3,-3,-3,-3,-3,-3,1,2,-2,31100,1,348,-2,-2
117690,Los Angeles Harbor College,1111 Figueroa Place,Wilmington,CA,90744-2397,6,8,Linda Spink,President,3102334000,952587353,122400,1,www.lahc.edu, , , ,4,2,1,4,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Harbor College,4,7,1,-1,1,1,3,40,1,2,3,31100,1,348,-2,102
117706,Los Angeles Pierce College,6201 Winnetka Ave,Woodland Hills,CA,91371-0002,6,8,Mr. Robert Garber,President,8183470551,952587353,122600,1,www.piercecollege.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,Pierce College |LA Pierce College,4,7,1,-1,1,1,4,40,1,2,4,31100,1,348,-2,100
117715,Los Angeles Southwest College,1600 W Imperial Hwy.,Los Angeles,CA,90047-4899,6,8,"Dr. Jack E. Daniels, III",President,3232415225,952587353,704700,1,www.lasc.edu,www.lasc.edu/main.asp?id=102,www.lasc.edu/main.asp?id=163,www.cccapply.org/Applications/California_Community_College/Apply/Los_Angeles_Southwest_College.html,4,2,1,3,1,2,2,40,1,2,2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,3,40,1,2,3,31100,1,348,-2,103
117724,Los Angeles Trade Technical College,400 W Washington Blvd,Los Angeles,CA,90015-4181,6,8,Roland Chapdelaine,President,2137637000,952587353,122700,1,www.lattc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,4,40,1,2,4,31100,1,348,-2,101
117733,Los Angeles Valley College,5800 Fulton Avenue,Valley Glen,CA,91401-4096,6,8,Dr. Tyree Wieder,President,8189472600,952587353,122800,1,www.lavc.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,4,40,1,2,4,31100,1,348,-2,101
117751,The Master's College and Seminary,21726 Placerita Canyon Road,Santa Clarita,CA,91321-1200,6,8,John MacArthur,President,6612593540,956001907,122000,1,www.masters.edu, , , ,2,1,2,9,1,1,1,11,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,2,22,10,11,13,4,11,32,2,2,2,31100,1,348,-2,177
117788,Los Angeles City College,855 N Vermont Ave,Los Angeles,CA,90029,6,8,Jamillah Moore,President,3239534000,952587353,122300,1,www.lacitycollege.edu/, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,4,40,1,2,4,31100,1,348,-2,101
117803,Los Angeles County College of Nursing and Allied Health,1237 N. Mission Rd.,Los Angeles,CA,90033-1084,6,8,Nancy Miller,Provost,3232264911,956000927,616500,1,ladhs.org/lacusc/lacnah, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,L.A. County School of nursing,4,8,1,-1,1,1,1,40,2,2,1,31100,1,348,-2,105
117867,Los Angeles Mission College,13356 Eldridge Avenue,Sylmar,CA,91342-3245,6,8,Mr. Ernest Moreno,President,8183647600,952587353,1255000,1,www.lamission.edu,www.lamission.edu/admissions/index.html,www.lamission.edu/financialaid/Default.aspx,www.cccapply.org/Applications/California_Community_College/Apply/Los_Angeles_Mission_College.html,4,2,1,3,1,2,2,40,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,4,7,1,-1,1,1,3,40,1,2,3,31100,1,348,-2,103
117894,Los Medanos College,2700 East Leland Road,Pittsburg,CA,94565,6,8,Peter Garcia,President,9254392181,680342035,1034000,1,www.losmedanos.edu, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1,LMC,4,5,1,-1,1,1,3,40,1,2,3,41860,1,488,-2,97
117900,Los Rios Community College District Office,1919 Spanos Ct,Sacramento,CA,95825-3981,6,8,Brice W. Harris,Chancellor,9165683041,941576340,001232A1,2,www.losrios.edu/, , , ,0,2,1,4,1,2,2,40,1,2,2,-2,2,13,1,A ,-2,-2,-2,1,1,1,1,-2,LRCCD,-2,-3,-3,-3,-3,-3,-3,-3,2,2,-2,40900,1,472,-2,-2
117928,The Art Institute of California-San Francisco,1170 Market St,San Francisco,CA,94102-4908,6,8,James Campbell,President,4158650198,953789487,723602,1,www.aicasf.aii.edu, , , ,3,1,3,7,1,1,2,20,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1,"AiCA-SF, The Art Institute of California - SF",2,30,-2,-2,-2,2,-2,56,2,2,2,41860,1,488,-2,209
117946,Loyola Marymount University,One Lmu Drive,Los Angeles,CA,90045-2659,6,8,"Robert B Lawton, S.J., Ph.D.",President,3103382700,951643334,1164900,1,www.lmu.edu, , , ,2,1,2,9,1,1,1,11,1,2,2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,1, ,2,18,7,4,12,5,13,21,1,2,3,31100,1,348,-2,148
118116,Manchester Beauty College,3756 N Blackstone Ave,Fresno,CA,93726,6,8,Wendell N Berke,President,5592244242,941685305,1231600,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,23420,1,260,-2,39
118125,Tulare Beauty College,1400 W Inyo St,Tulare,CA,93274,6,8,Wendell N Berke,President,5592297480,942235985,1231700,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,31,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,47300,1,-2,-2,48
118134,Lyles Bakersfield College of Beauty,2935 F St,Bakersfield,CA,93301,6,8,Odulia Dee Upton,President,6613279784,952646592,714201,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,12540,1,-2,-2,25
118143,Lyles College of Beauty,6735 N First Ave Ste 112,Fresno,CA,93710,6,8,Odulia Dee Upton,President,5594316060,952646592,714200,1, , , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,23420,1,260,-2,47
118161,Lytles Redwood Empire Beauty College Inc,186 Wikiup Dr,Santa Rosa,CA,95403,6,8,Amanda Keith,FAO/ Director of Student Affairs,7075458490,942834181,1324000,1,www.lytles-rebc.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,42220,1,488,-2,52
118189,MTI Business College Inc,6006 N. El Dorado Street,Stockton,CA,95207-4349,6,8,Steven J. Brenner,Director/President,2099573030,680025925,2546400,1,www.mtistockton.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,44700,1,-2,-2,69
118198,MTI College,5221 Madison Ave,Sacramento,CA,95841-9817,6,8,John Zimmerman,President,9163391500,941620973,1291200,1,www.mticollege.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,3,1,2,40,2,2,1,40900,1,472,-2,126
118259,Maric College-Sacramento Campus,"4330 Watt Ave., Suite 400",Sacramento,CA,95821,6,8,Sue Powell,Executive Director,9166498168,582056947,2351900,1,www.mariccollege.edu, , , ,6,2,3,3,1,2,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,1,40,2,2,1,40900,1,472,-2,127
118277,Maric College-San Diego,9055 Balboa Avenue,San Diego,CA,92123,6,8,Mike Seifert,President,8582794500,953633570,2091700,1,www.mariccollege.edu, , , ,6,2,3,4,1,2,2,40,1,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,2,40,2,2,2,41740,1,-2,-2,126
118286,Maric College-Vista,2022 University Dr,Vista,CA,92083-7736,6,8,Jann Underwood-Mitchell,Executive Director,7606301555,650038445,2549000,1,www.mariccollege.edu, , , ,6,2,3,4,1,2,2,40,1,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,4,10,1,-1,4,1,2,40,2,2,2,41740,1,-2,-2,126
118347,College of Marin,835 College Ave,Kentfield,CA,94904-2590,6,8,Frances L. White,Superintendent/ President,4154578811,680194359,117800,1,www.marin.cc.ca.us, , , ,4,2,1,3,1,2,2,40,1,2,2,2,2,22,1,A ,-2,-2,-2,1,1,1,1,1, ,4,5,1,-1,1,1,3,40,1,2,3,41860,1,488,-2,98
118356,Marinello School of Beauty,1241 S. Soto Street Suite #101,Los Angeles,CA,90023,6,8,Dr. Nagui Elyas,President,3239809253,952464816,747600,1,www.marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,11,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,24
118374,Marinello School of Beauty,240 S Market St,Inglewood,CA,90301,6,8,Dr. Nagui Elyas,President,3106748100,952464816,745700,1,www.marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,25
118383,Marinello School of Beauty,6538 Greenleaf Ave,Whittier,CA,90601,6,8,Dr. Nagui Elyas,President,5626980068,952464816,898100,1,www.marinello.com, , , ,9,3,3,2,1,2,2,0,2,2,-2,2,2,21,1,A ,-2,-2,-2,1,1,1,1,2, ,6,-3,-3,-3,-3,-3,-3,-3,2,2,1,31100,1,348,-2,24
